0.456a5=g+0.456a4=u-0.453a5=p-0.453a4=y-0.182a10...,0.465a4=l+0.465a5=gg+0.358a7=o+0.333a15-0.282a13=g...,'0.322a7=v-0.274a3-0.257a11-0.252a8+0.24 a10...','-0.524a7=ff-0.506a6=ff-0.248a9+0.213a7=v+0.2  a8...',0.374a13=s+0.337a7=bb-0.337a13=g+0.288a2-0.283a7=v...,0.448a7=j+0.431a6=j-0.313a7=v+0.283a6=i+0.262a7=h...,-0.443a7=j-0.439a6=j-0.38a6=e-0.321a7=z-0.221a7=dd...,-0.364a6=e+0.345a13=s-0.332a7=dd-0.32a13=g-0.255a6=i...,-0.653a7=n-0.653a6=r+0.209a6=i+0.187a7=bb-0.111a13=s...,0.481a7=h-0.35a7=bb+0.267a7=dd-0.259a6=i+0.237a6=q...,0.682a6=c+0.383a13=p-0.292a12-0.269a6=w-0.203a6=m...,'0.482a6=q+0.408a1+0.34 a6=aa-0.303a6=w-0.268a14...',0.378a6=d-0.346a7=dd+0.338a10+0.298a6=k-0.283a6=m...,-0.617a6=x+0.403a6=cc-0.374a6=aa+0.326a6=k-0.214a14...,-0.623a6=cc-0.476a6=aa+0.391a6=w+0.343a6=q+0.182a6=k...,-0.706a6=k+0.536a6=d+0.328a6=w-0.184a6=m-0.112a2...,0.528a6=w-0.452a12-0.344a6=d-0.262a6=m-0.238a14...,0.404a7=dd-0.376a7=z+0.354a6=d+0.289a6=k-0.234a14...,0.488a12-0.443a6=m+0.264a6=c+0.255a7=dd+0.254a6=aa...,-0.492a6=m+0.363a14-0.258a7=h+0.256a6=d+0.243a11...,-0.54a13=p+0.336a7=z-0.306a2-0.285a7=dd+0.248a6=c...,0.382a6=x+0.334a6=cc-0.32a14-0.311a6=aa+0.291a12...,-0.413a6=q+0.411a1+0.353a12-0.274a8+0.225a6=m...,'0.39 a13=p-0.381a1-0.365a15+0.26 a9-0.253a2...','-0.486a3+0.365a1-0.277a12+0.26 a8-0.252a15...','0.58 a3+0.499a14+0.318a9+0.313a1-0.177a12...','0.497a7=o-0.398a7=bb+0.33 a9+0.293a6=i+0.269a11...',0.475a8+0.419a15-0.37a7=n-0.339a2+0.302a6=r...,-0.5a9+0.483a6=i-0.409a7=bb+0.191a6=r-0.18a8...,result
0.986362,-0.043597,0.870071,0.453285,-0.056048,-0.416584,-0.05334,-0.114554,-0.052531,-0.946946,1.017603,-0.881589,0.722871,-0.102973,0.027178,-0.044056,-1.283965,-0.624557,1.0618,-0.781118,0.232973,0.46693,-0.546401,-0.952079,-0.013145,-0.902255,0.162351,-0.54014,0.744509,rejected
0.68783,-0.035184,1.15083,-0.14706,-0.342365,-0.58401,-0.10075,-0.312325,0.119542,0.161603,-0.403143,-0.484915,1.544833,1.121915,0.479,-2.964103,0.333941,0.888634,-0.12675,0.403394,-0.473266,-0.255576,-1.003662,-0.744603,0.564489,-0.563936,-0.536233,-0.686733,0.850846,rejected
1.224662,0.268139,-0.148896,-0.789589,2.506781,2.593013,1.567795,-1.684698,1.579542,-2.012325,-0.658869,1.060074,-0.363523,-0.159506,0.320729,-0.335577,-0.449566,-0.778218,0.516805,0.59531,-0.618925,0.878343,0.387809,-1.35389,1.075698,-0.486895,-0.592977,-0.737882,0.694908,rejected
1.860864,-0.895549,-1.844734,0.313299,0.612359,0.66553,0.478239,0.94579,-0.01702,1.097993,-0.278726,0.211821,2.003468,1.181414,0.934785,-2.741046,-0.27462,0.517399,1.45063,-0.156035,-0.972834,-0.074746,1.124098,-0.537253,1.344324,0.425842,-0.086009,-0.385274,0.18627,rejected
2.141818,-0.597392,-1.745399,0.661037,-0.042041,0.825211,0.772353,0.427854,0.217861,1.903428,-0.134152,0.768765,0.092271,-0.60492,1.041177,0.223206,0.017273,-0.590664,-0.679145,0.129545,-0.583378,-1.527867,-1.933553,0.635151,-2.727306,3.252931,-0.610417,-1.82138,1.14899,rejected
1.001133,-0.135337,0.062633,0.180159,-0.152896,1.486197,0.81033,-0.095189,0.065393,1.409108,1.5052,-0.390561,0.341337,-0.35796,0.021325,0.22845,-1.043533,-0.983583,1.602669,-0.794864,0.413468,-0.678333,1.181977,-0.939081,0.245639,0.533807,-0.340018,-0.151782,0.605623,rejected
0.868617,-0.188378,0.359682,-0.36653,-0.842513,1.110722,0.496489,-0.589149,0.512974,1.76326,-0.291306,1.301602,0.563612,-1.773597,-1.995666,-0.323856,0.652953,-1.027469,0.903847,-0.538601,-1.06821,-2.267685,0.690019,-0.023972,0.917038,0.266735,-0.171693,-0.161508,0.417502,rejected
0.964268,0.323785,0.500631,-0.491444,2.56413,2.377236,1.865132,-1.986471,1.687593,-1.717448,-0.401225,0.002093,-0.822074,-0.408339,-0.096979,-0.346245,0.362401,-0.398156,-0.642487,0.891053,-0.434425,-0.687165,-1.33658,-0.38014,0.2398,0.341593,-0.582154,-0.755334,1.222781,rejected
0.277127,0.443938,-1.149066,-4.501789,0.289361,-1.283399,1.140754,0.572378,-0.21176,0.048531,-0.18494,-1.009589,-0.138285,-0.308436,-0.255056,-0.050676,-0.047627,-0.190532,-0.0608,-0.226499,-0.357252,-0.493006,-0.896715,-0.322563,-0.314919,-1.354994,-0.436739,-0.372982,1.033578,rejected
0.985474,-0.002758,1.016084,0.93473,-0.379331,-0.332816,0.122295,-0.38754,0.362143,-0.463393,-1.766677,0.304684,0.941415,-1.823687,-1.798623,-0.33513,-0.862369,-1.179813,1.733483,-0.270733,-1.138659,-1.094023,-1.009452,0.553571,-0.163936,0.046461,0.450181,0.458285,0.320525,rejected
-3.977409,-0.349198,-2.191889,-3.688694,-0.107631,-0.987372,1.078487,0.959799,0.115291,0.392224,-0.276294,0.136872,-0.927389,-0.674198,0.015447,0.128804,-0.292163,-0.642771,0.281408,0.830575,-0.391007,-0.403169,-0.088765,-1.065156,0.151427,-0.009535,-0.737414,-0.332825,1.056191,rejected
0.245947,0.464627,-1.09383,-4.852096,-0.529793,-0.910012,0.927894,0.520065,-0.1287,0.524574,-0.070096,0.049841,-0.577377,-0.30992,-0.23611,0.146403,0.095781,-0.060132,0.300063,0.09767,0.162643,-0.141325,0.304595,-0.798698,0.137551,-0.764383,-0.928973,0.125766,0.784638,rejected
1.143412,-0.273831,-0.391104,1.001522,0.760673,1.876414,1.790025,0.272212,0.310591,2.66401,-0.659733,-2.224257,1.08282,-3.319873,0.173387,-0.209472,-0.496713,-0.290144,0.250482,0.679697,0.33748,0.443551,-0.775191,0.067104,-0.224656,0.135121,0.132881,-0.247396,0.157868,rejected
0.975449,0.015615,0.557211,0.016324,1.085601,1.005534,0.987639,-1.099912,0.684337,-1.474514,-1.264373,-1.217401,-0.18246,0.234156,1.30902,1.073386,1.385227,-0.580066,1.122975,-0.488443,-0.496272,-0.452399,0.11324,-0.424595,0.230418,-1.1897,-2.157301,-1.182892,-1.367101,rejected
1.298829,-0.237723,0.081654,-0.240598,0.497753,-1.113383,-0.606576,0.093219,0.08108,-1.47456,1.677488,-0.555978,1.444551,-0.201177,-0.088337,-0.394105,-0.384022,-0.65044,-0.080607,-0.937716,-0.540549,0.545108,-1.506343,-1.970085,0.810092,-0.604593,0.42339,-1.846501,1.090041,rejected
-3.412078,-0.768882,-0.22538,1.764569,-0.707556,-0.086903,0.389161,0.31073,0.172643,0.227938,-0.713069,-0.685357,-0.539417,1.789621,-2.474113,0.19608,0.075579,-0.961924,-0.161201,0.083839,-0.123426,2.075118,-0.002748,-0.619834,-1.11712,-1.135422,-0.627804,-0.114615,0.036167,rejected
1.080731,0.066702,0.071203,-0.850435,2.404528,1.913677,1.36285,-1.932786,1.402611,-2.202588,0.230073,0.902945,-0.192967,0.277788,-0.114874,-0.16867,1.159044,0.399254,-0.891313,-0.319,-0.137952,0.369903,-0.728326,-0.316746,0.54978,-1.186366,-0.774694,-0.495602,0.756743,rejected
-3.430357,-1.136859,-1.14607,1.3077,0.23325,0.720845,0.806561,0.082195,-0.053936,1.55995,-0.177474,0.11622,1.863837,1.220828,0.862118,-2.276704,0.396309,1.171524,0.804124,-0.680921,-0.215774,-0.471744,0.805813,0.485546,-1.100288,0.078985,-1.198084,-0.442764,0.560052,rejected
0.964343,-0.05539,1.07053,0.530473,-0.556814,-0.588442,0.001075,-0.291352,0.094906,-0.695331,-1.621799,-1.516969,0.553634,0.142187,1.37722,1.039168,1.144787,-0.91029,0.92316,-0.598991,-0.478893,0.314415,0.075579,-0.472186,-0.076875,-0.500565,-0.501336,-0.6117,0.399903,rejected
-2.667418,-1.209414,-1.569161,1.200671,2.041661,1.971125,1.717918,-0.897799,1.430404,-2.745118,-0.241594,0.938084,-1.923917,0.484945,0.330666,-0.016299,0.183953,0.819616,-0.034697,1.044012,-0.063954,0.099249,0.753649,1.004712,0.041963,-1.364166,-0.169162,-0.268991,0.462604,rejected
-3.425269,0.717475,1.091531,1.19066,2.83841,-1.373408,-1.288499,2.63341,-0.760673,0.224787,-0.073403,1.929555,2.078911,0.72492,-0.452937,2.94661,0.223795,2.293646,-1.086871,1.405865,-0.700756,-0.265527,-0.327061,-1.125094,-0.265872,-0.455186,-0.344337,-1.009399,1.002549,rejected
-2.870564,-1.304751,-0.515553,2.145589,-0.990773,-0.81969,0.094231,0.606558,0.165237,-1.081202,-1.431597,-1.179576,-1.014587,0.372057,1.591149,1.156257,1.144577,-0.405848,0.813389,0.401121,-0.433028,-0.252857,0.719486,0.347059,0.278919,-0.833335,-0.043731,0.007291,0.125302,rejected
1.383497,-0.504124,-0.33838,0.383479,0.105379,0.703032,0.736099,0.397891,-0.117789,1.494752,0.186783,-0.45063,1.399057,0.977882,-0.654885,2.545336,-0.993837,2.106112,-1.689837,0.916052,-0.706087,-2.431141,0.855081,0.582084,0.994191,-0.747405,-0.321851,-0.226393,0.81918,approved
1.517619,-0.299771,-0.177406,1.294442,-0.720496,0.222159,0.69288,0.577597,0.24446,0.428977,-0.838075,-1.72153,-0.269921,-2.817385,0.287902,-0.445503,-0.487314,1.040603,-0.212573,1.851601,0.79657,1.296229,-0.296308,0.083513,-0.13076,-1.395884,0.419736,0.085688,-0.173074,approved
1.493195,1.443205,1.114377,1.323679,4.070298,-1.704641,-1.436971,3.896063,-1.080585,-0.460748,-0.79178,1.090506,0.0132,-0.769159,-0.266128,-0.390409,0.319408,0.125233,-1.164881,-2.659286,-0.439195,0.708536,-1.21303,-0.757021,0.704738,1.491409,0.090525,0.991588,-0.013881,approved
3.191672,-1.522389,-5.470761,1.148368,5.438279,-3.468859,-5.426154,-2.641668,-0.392203,0.012413,-0.828767,0.045168,2.815633,-0.163598,0.412247,-0.559177,-0.656766,-3.76666,-0.71752,0.829876,2.356073,0.25965,0.785679,0.802089,-0.734366,-0.212093,-0.333863,-0.434128,0.271779,approved
1.985468,-0.48634,-1.500965,-0.266833,2.249203,1.43315,1.11852,-1.079755,1.411014,-3.057296,0.343023,1.009717,-0.929196,0.420719,-0.055615,-0.26886,1.326176,1.36861,-1.010086,0.537948,-0.253297,0.071008,-0.10989,0.38262,0.14467,-0.410384,-0.19383,-0.938888,0.621924,approved
1.886868,-0.847046,-2.68318,1.414945,0.089923,1.935349,2.777785,-3.689844,-18.720014,-3.5562,-1.039462,1.056013,-0.313963,-0.75434,-0.978941,-0.313344,1.413318,0.75846,0.130114,1.082537,-0.240641,0.776845,0.09624,-0.175566,0.537156,1.20123,-0.032022,-0.447705,1.147999,approved
1.840331,-0.599012,-0.300608,1.192132,-0.803814,-1.03419,-0.130878,0.705044,0.269085,-1.237362,-1.080424,-1.741763,-0.966433,0.252615,1.070308,0.79835,1.732269,-0.176063,0.043466,0.961626,-0.834873,-1.168589,-0.319248,0.123035,0.856139,0.529478,0.626133,-0.151132,0.163111,approved
-2.500119,-1.818463,-2.771286,1.1743,-0.640028,0.984354,0.622785,0.995774,0.327477,2.094465,0.88934,0.602051,0.25888,-2.661063,0.251551,0.156318,1.697856,1.650629,-0.936725,0.623469,1.092545,1.245295,1.092278,-0.160093,0.46968,-0.078479,-0.58114,-0.284399,-0.269956,approved
1.485429,-0.579602,-0.691855,0.351042,-0.042871,0.583053,0.659506,0.367875,0.028122,0.571919,2.287378,-1.162279,-0.328727,-0.032231,-0.17863,-0.18407,-0.037484,-0.066952,0.01234,-0.495381,-0.034768,-1.819389,0.232802,-0.192355,0.552542,-0.600665,0.478049,-0.810744,0.821313,approved
1.564122,-0.43356,0.171072,1.353213,-0.557263,-0.713708,0.120474,0.38724,0.086529,-0.924079,-1.766605,-1.729229,-0.126762,0.098518,1.429305,1.107474,0.918501,-0.732014,1.191808,-0.090887,-0.427674,-0.197478,-0.060682,0.171353,0.26233,0.130481,-0.020175,0.420238,0.118459,approved
1.837301,-0.646783,-0.348208,0.528418,-1.687477,-0.829223,-0.524414,0.682762,0.291909,-1.041608,-0.699783,-0.497728,-1.351629,0.528366,1.119525,0.858564,2.051224,0.144989,0.16834,1.12845,-0.472691,-0.521832,1.276132,-0.536795,1.633459,0.114053,0.264007,-0.125143,-0.142094,approved
1.178435,-0.389715,-0.785526,-0.073673,0.465601,1.106292,1.000181,0.177555,0.154429,2.121076,0.676074,-1.239552,1.57066,-2.618982,0.000271,-0.41577,1.121637,0.534278,-1.263874,-0.342265,0.155782,1.001919,-0.64658,-0.76595,1.004334,-2.08961,0.039615,-0.641121,-0.06965,approved
1.976868,-0.699012,-1.290763,0.425445,-1.121821,1.460609,0.76163,0.678227,-0.115762,1.996495,0.167394,1.765016,-0.942805,0.647118,1.193914,0.312351,-0.70046,-0.615437,0.406479,-0.08112,-0.219754,-0.403945,0.771929,0.49375,-0.151121,-0.714638,-0.087172,0.178518,-0.248186,approved
1.870918,-0.559016,-1.817177,0.651959,-0.600716,1.153728,0.77794,0.838764,0.367804,1.954151,0.165845,-0.514101,-0.820929,1.325284,-2.783528,0.085924,1.125544,-0.62036,-0.455874,0.575913,-0.298075,0.231259,0.915555,-0.655726,-0.592032,2.035741,-0.529929,-0.423247,0.090554,approved
1.04194,-0.171634,-0.592221,0.197398,-0.090503,1.270505,1.066119,-0.043491,0.085976,2.400492,0.716925,-1.080334,1.202777,-2.54833,-0.0784,-0.170801,1.374196,1.026305,-1.262884,-0.406965,0.720375,0.742281,-0.335929,-0.381064,0.367701,-1.936856,-0.398336,0.39002,-0.323057,approved
0.79907,-0.05277,0.455668,0.215956,-0.018031,1.059167,0.901615,-0.360558,0.082695,1.37631,2.015406,-1.234318,0.175765,-0.356242,-0.326669,0.081863,-0.095426,-0.55193,0.222216,-0.8866,0.324923,-1.851838,-0.342248,-0.395599,-0.13032,0.2538,-0.223604,-0.306232,0.972266,approved
1.493472,-0.439878,-0.702258,0.333747,-0.265076,1.133994,0.767984,-0.011421,-0.260151,1.953641,0.060519,1.363907,0.771675,0.491211,1.056825,0.564517,-0.221389,-0.524419,0.103818,-1.585845,-0.076268,0.065939,-0.682521,0.859419,-2.007719,-0.226984,-0.762302,-0.498051,0.205087,approved
1.908995,-0.70426,-1.477246,0.817661,0.823025,0.949412,0.814739,0.705287,-0.3357,1.528492,-0.003423,1.124506,1.355038,0.649313,1.032178,0.491924,-0.799674,-1.479759,0.505875,-1.945678,-0.906945,0.322312,-1.828304,0.48602,-0.039704,-0.630825,0.327824,0.793963,-0.379055,approved
0.761459,-0.04516,1.310621,-0.487487,-1.832112,-0.413783,-0.629356,-0.799269,0.458494,-0.043838,-0.608439,2.035461,0.439504,-1.498168,-1.987209,-0.304311,0.783178,-0.200135,0.659273,-0.264284,-0.438445,-0.747358,0.429748,-0.332154,0.615624,-0.440717,-0.456961,-0.099294,0.340428,approved
1.863345,-0.817189,-1.287377,1.249646,-0.350749,0.421924,0.733004,0.568473,-0.004062,0.395486,-0.896843,-1.57335,-0.156651,0.347444,1.315522,1.286317,1.83693,0.11938,0.997368,-0.557035,-0.385187,-1.240895,1.559771,1.190259,-0.810319,0.767434,-0.197313,-0.415494,0.066435,approved
1.062669,-0.359213,-0.346939,-0.087545,-0.346794,1.812203,1.132597,0.089198,0.41757,3.052562,0.352712,-0.659197,0.684776,-3.075121,-0.043706,-0.143358,0.891363,0.358137,-0.602615,0.723678,0.844214,0.685929,0.161367,-0.824761,0.937022,0.074406,-0.477745,-0.198088,0.013079,approved
-2.805654,-1.270055,-0.755701,1.982774,-0.406017,-0.629771,0.074331,0.791392,0.145579,-1.387332,1.054307,-0.772557,-0.969517,-0.109528,0.287715,-0.102025,-1.457957,-0.235362,0.880332,0.74087,0.034088,-0.323946,0.102799,-0.270014,-0.005602,-0.67366,0.699689,-0.859944,0.810348,approved
1.387679,-0.437885,0.277361,-0.19942,-1.805535,-0.761315,-0.737231,-0.120358,0.430704,-0.672123,-0.483108,1.934137,-0.108837,-1.321382,-1.829481,-0.552494,0.655561,0.030957,0.552553,0.190242,-0.820538,-0.919736,0.744629,-0.212011,1.340737,-1.076155,0.214506,-0.181383,0.172638,approved
1.71242,-0.62786,-0.173095,0.742943,-0.316374,-1.073742,-0.201428,0.537989,0.066225,-1.515886,-1.453366,-1.551283,0.212288,0.365569,1.537821,0.75741,1.039905,-0.697455,0.826714,-0.211006,-0.998109,0.35877,0.326784,-0.359049,0.818393,-1.092313,0.339509,-1.078373,0.274278,approved
-2.92357,-1.195102,-0.440702,1.922947,-0.450842,-0.590434,0.0293,0.740012,-0.062518,-0.516945,-0.900019,0.193406,0.829688,1.031347,-0.194041,2.702264,-2.142465,2.2782,-0.921757,1.905052,-0.434071,-0.743859,1.001242,0.58135,0.185785,-1.040904,-0.31598,-0.254113,0.740401,approved
-3.169986,-0.995411,-0.159472,2.405097,-0.658984,0.606974,1.216529,0.5715,0.600256,1.120308,-1.34743,-1.960983,-1.053781,-3.533718,0.511175,-0.31138,-1.040233,0.178105,-0.01746,2.847552,0.808024,0.563863,-0.804715,0.203821,-0.55455,-0.039825,0.113067,-0.325961,0.505208,approved
1.619532,-0.274899,-3.707954,-4.025603,0.327,-1.625394,0.567694,1.826848,-0.231402,-1.140434,-0.55269,0.170513,-0.134877,-0.22654,0.218964,-0.032505,-0.690933,0.442367,1.138037,0.459777,-0.606271,0.777841,1.119543,-0.432393,-0.610136,0.121296,-0.002268,-1.184453,0.598545,approved
1.586918,-0.584573,-1.095181,0.033026,-0.903603,0.706493,0.171057,0.249102,0.022167,0.893295,2.495079,0.43543,-0.184782,-0.043016,-0.146401,0.267249,0.60244,0.627232,0.345429,-0.78571,0.848421,-0.993693,1.511367,-0.565028,0.094087,0.704073,-0.561325,-0.216462,0.516376,approved
-2.905478,-0.792862,-1.721288,2.131267,0.156838,0.916223,1.097948,0.512956,0.062617,0.596187,1.457841,-1.146011,-0.525224,-0.428138,0.392249,0.034673,-1.249105,-0.751431,0.914016,-0.279686,-0.273534,-1.729342,0.543177,-0.484634,-0.451883,-0.423694,0.106906,0.26135,0.603053,approved
1.521499,-0.552267,0.10786,0.669843,-1.018082,-0.847658,-0.328665,0.43901,-0.019486,-1.251215,1.917601,-0.608947,-0.884097,0.342687,-0.297722,-0.101193,-0.08129,0.777436,-0.052161,0.175826,0.591858,-0.655427,-0.141754,-0.076313,0.545426,-0.984304,0.62075,-0.047434,0.472787,approved
1.31569,-0.402431,0.375558,0.416896,-1.100605,-0.855232,-0.401057,0.048824,-0.035336,-0.983974,1.851082,-0.358175,-0.360136,0.103007,-0.202212,0.055097,0.171298,0.824314,-0.0631,-0.402768,0.951016,-0.335523,-0.219095,-0.255647,-0.178783,-0.608751,-0.138093,-0.234402,0.738169,approved
1.56851,-0.229127,-0.117071,0.798266,-0.834404,-0.797371,-0.254551,0.396919,0.068957,-1.28031,1.689054,-0.880367,-0.820132,0.016573,-0.19552,-0.266247,-0.381147,0.44228,-0.100595,0.469272,0.200729,-0.952681,-0.432925,-0.613134,0.288543,-0.521066,0.608484,-0.101586,0.580425,approved
1.56406,-0.183323,0.303779,0.967154,0.152502,-0.93708,-0.310989,1.300855,-0.299989,-1.107276,-1.429636,-0.491704,-1.305372,-0.570686,0.204628,-0.965535,-1.676594,0.464925,-1.6488,-2.068141,-0.094806,0.425856,1.159647,0.368067,0.172652,-0.101716,-0.656863,-0.602685,0.505198,approved
1.55841,-0.396361,-0.229561,1.321878,-0.721421,0.185389,0.663464,0.649102,0.218132,0.378896,-0.778942,-1.652417,-0.276818,-2.719946,0.25414,-0.404573,-0.425682,1.132153,-0.188081,1.795637,0.849833,1.367274,-0.256179,0.223981,-0.027887,-1.460533,0.492195,0.17285,-0.249615,approved
0.686891,1.675855,2.03458,0.224365,3.364622,-1.462836,-2.513997,-0.00331,-0.499075,1.995226,-0.342835,-0.494501,-2.026783,-0.451012,-0.027789,-0.238145,0.419681,-0.480934,0.203305,2.293548,0.175197,-1.427402,-0.591148,-0.212474,-0.320772,0.149509,1.354401,0.017768,0.22144,approved
1.01555,0.206313,1.190721,0.478677,0.656095,-0.666852,-0.190593,0.778641,-0.20492,-0.697245,-1.63726,-0.684646,-0.480565,-0.856045,0.159647,-1.029941,-1.950398,-0.442417,-1.576555,-2.412982,-0.41447,0.680809,0.461126,-0.398211,0.249202,0.074177,-0.873195,-1.146481,0.826464,approved
-2.954051,-1.312948,-1.645676,1.706821,0.496495,0.320807,0.666885,0.386701,0.035079,0.521536,-0.839281,-0.897946,1.09931,0.220276,1.529553,1.490109,1.800615,-0.968611,0.985437,-1.664122,-0.861763,-0.273546,0.640038,0.074249,-0.22216,0.224788,-0.615322,-0.299511,0.117597,approved
-2.410157,-0.791662,-4.490078,0.91827,2.950064,-2.633567,-5.530987,-4.003766,-0.027365,1.501097,0.015892,1.535644,0.871976,-0.346251,0.336799,-0.472622,0.594433,-3.186623,-2.207612,2.012833,3.129297,-0.908461,2.548424,-0.830088,-1.424924,-0.687855,-2.237834,0.334932,0.303231,approved
0.958843,0.155363,-2.762456,-4.258584,1.344468,-1.807562,0.731247,1.032961,-0.349214,-1.012212,-0.745729,-0.529485,1.591881,-0.467191,0.160408,0.052111,-0.554644,-0.08595,0.847531,-1.066433,-0.766223,1.144154,-0.611256,-0.531773,-1.756497,-0.130083,-0.541592,-1.724714,1.098636,approved
3.024712,-1.543799,-4.315809,1.919514,1.950477,0.238899,0.640458,2.078161,-0.130325,0.439608,0.030158,-0.729066,2.750859,-2.479837,0.219269,0.141612,0.456799,1.121453,0.384715,-0.885795,-0.083316,2.257301,-1.019868,0.524251,0.425939,0.748794,1.08826,0.801995,-1.072769,approved
2.200008,-0.871786,-1.472634,1.001942,0.078322,-1.474677,-0.762955,0.972159,-0.070084,-1.97766,1.798182,-0.114415,0.678795,0.102846,-0.225808,0.08988,0.093912,0.759667,0.202337,-0.651326,0.209702,0.241609,-1.105766,-0.384147,0.130054,0.900675,0.658897,-0.144151,0.385212,approved
-2.948317,-0.855003,-0.755271,2.069917,-0.887675,-0.597639,-0.003214,0.456034,0.025066,-1.259264,1.182094,-0.455154,-0.939251,-0.03428,0.318698,0.061837,-1.117118,0.215131,0.711927,0.277482,0.410764,-0.30825,0.425189,-0.422614,-0.635939,-1.044614,0.073767,0.150101,0.513394,approved
1.328823,-0.062617,0.342923,0.984131,-1.121472,-0.437114,-0.023821,0.134171,-0.10805,-1.12544,1.206371,-0.880999,-0.790794,0.149048,0.072301,-0.065532,-1.051486,0.48186,0.792063,0.063805,0.676885,-0.353204,0.614193,-0.210971,-0.534293,-1.374433,0.181469,0.20143,0.419689,approved
1.656052,-0.3017,-0.488088,1.13011,-0.893252,-0.40674,0.204052,0.706303,0.298606,-0.038417,-0.417887,-1.350362,-1.224325,1.573631,-2.855107,-0.194994,0.664252,-0.323288,-0.950093,1.147421,-0.311742,0.736945,-0.655488,-0.385487,-0.774121,0.447349,0.05637,-0.2531,0.160471,approved
1.424893,-0.516527,-0.512121,0.965388,0.075938,0.974865,1.013153,0.368664,-0.109025,0.743744,1.569828,-1.354028,-0.171177,-0.07898,0.039847,0.113207,-0.985366,-0.362672,1.220287,-0.790354,0.319619,-1.369739,0.650151,0.351412,-0.084386,-0.489779,0.319383,0.061772,0.563843,approved
0.109615,3.826959,2.932095,-0.004346,-0.130923,-0.989874,-1.107916,0.035962,-0.437267,-0.349964,5.634143,-0.990991,0.268871,-1.049433,0.638012,-0.205069,0.301966,-1.520155,-0.718037,1.796409,-4.322802,2.076592,0.972228,3.474948,0.04322,0.07557,-1.839905,0.45921,0.368173,approved
0.571894,0.284507,1.598905,0.057872,-0.63342,-0.544348,0.075917,-0.76878,0.108431,-0.528369,-1.65279,-1.747642,0.603542,0.228868,1.437101,1.05262,0.977213,-0.994717,0.699266,-0.428149,-0.184744,0.27383,0.232848,0.091819,-0.259066,0.514942,0.043311,-0.330663,-0.469357,approved
0.630293,0.063488,1.358622,0.270627,-0.240774,-0.188993,0.258047,-0.297889,0.058001,0.203889,-1.113808,-0.870073,1.459473,1.053828,0.741636,-2.913819,-0.756101,0.510637,0.902209,0.554589,-0.436533,0.029208,-0.36778,-0.422621,0.006373,-0.75501,-0.476007,-0.628756,0.785562,approved
0.760671,0.216537,0.874299,-0.20682,1.004405,1.27046,0.979934,-1.245419,0.754422,-1.124915,1.730437,-0.681124,-0.781291,-0.321824,-0.360206,-0.004877,-0.232856,-0.000417,0.35269,0.017724,0.543893,-1.501135,-1.108023,-0.847942,0.090663,-0.428992,-1.838875,-0.931183,-0.696438,approved
1.701654,-0.172941,-0.307634,0.83374,-0.774719,-0.182375,-0.130879,0.591195,0.204262,-1.015536,0.833836,-0.46242,-0.742718,-0.410155,0.208137,-0.230512,-1.72942,-0.493829,1.395427,1.033106,0.079733,-0.175875,0.68475,-1.355739,0.466575,0.584393,0.498986,-0.317435,0.554574,approved
1.389987,-0.427331,0.254184,0.03701,-1.952532,-0.717301,-0.721126,-0.194627,0.42135,-0.500427,-0.573094,2.074549,-0.081633,-1.435367,-1.882633,-0.311155,0.828405,0.311846,0.683639,0.097403,-0.408998,-0.977029,0.689888,0.148923,0.652003,-0.166232,-0.136398,0.24359,0.152011,approved
1.072186,-0.027942,1.128006,-0.104772,-1.649779,-0.149834,0.156701,-0.338813,-0.014819,0.741728,-0.042513,0.834196,-1.177957,0.633943,0.976051,0.075664,-0.428331,-0.47498,-1.169474,0.492405,0.304251,-0.431821,-1.620744,0.962598,-0.2949,-0.537411,0.491045,0.499621,-0.580466,approved
1.49247,-0.27587,0.14624,1.274332,-1.059569,-0.437951,0.016196,0.371577,-0.083993,-1.178877,1.148109,-0.922445,-0.98105,0.168726,-0.03145,0.033903,-1.078928,0.620017,0.95492,0.344573,0.76524,-0.500533,0.528797,0.251735,-0.613101,-0.658973,0.419119,0.340038,0.348915,approved
1.116793,-0.252576,0.666101,0.059199,-1.292043,-0.178551,-0.063111,0.173794,0.34312,0.493205,-0.549258,-0.029711,-0.033443,0.889024,0.615953,-3.0033,-0.020749,0.973414,0.31404,1.959384,-0.192359,-0.830016,0.297431,-0.827789,1.246132,0.516145,-0.434728,-0.250678,0.725681,approved
-3.744198,-0.588055,0.45628,0.873684,-0.149852,-0.565259,-0.030233,-0.30055,0.040188,-0.968508,1.179726,-0.54079,0.430422,0.066356,0.299172,0.081577,-1.322635,-0.697203,0.624701,-0.453591,0.390149,0.587961,-0.15034,-0.439185,-0.125595,-0.303383,0.632229,-0.474021,-0.099471,rejected
-4.049459,-0.564056,0.780431,0.50208,-0.475672,-0.641834,0.015387,-0.46609,0.197868,0.262858,-0.294594,-0.194685,1.122261,1.293763,0.698322,-2.735219,0.243079,0.798492,-0.437919,0.751669,-0.186559,-0.286179,-0.732838,-0.038996,0.501848,0.230433,-0.044291,-0.007816,-0.139859,rejected
