"display_name","reputation","views","up_votes","down_votes"
"Betchern0t",1,0,0,0
"wopr42",1,0,0,0
"rvenes",1,0,0,0
"psychotik",111,0,0,0
"BobC",1,0,0,0
"avee",1,0,0,0
"Zero",1,0,0,0
"user21177",1,0,0,0
"lbrown",1,0,0,0
"Yajushi",50,0,1,0
"Peter Szanto",1,0,0,0
"Manish Das",101,0,0,0
"IGetError",1,0,0,0
"Graeme",1,0,0,0
"the_misfit",1,0,0,0
"user81722",1,0,0,0
"storrgie",16,0,0,0
"genjosanzo",1,0,0,0
"CoolZero Infinity",1,0,0,0
"tjm",101,0,0,0
"wigy",101,0,0,0
"noe287",1,0,0,0
"nothingspecial",1,0,0,0
"kosc",1,0,0,0
"Rodrigo Martins",438,0,61,1
"Joris",11,0,0,0
"SAnandNarayan",1,0,0,0
"Alejandro Flores",1,0,0,0
"Alex",1,0,0,0
"coding_pleasures",1,0,0,0
"madprops",1,0,0,0
"mikes mith",11,0,0,0
"appampus",1,0,0,0
"padawan",1,0,0,0
"Ahmet Gulden",101,0,0,0
"chrysanhy",1,0,0,0
"Zooko O'Whielacronx",1,0,0,0
"Cyrus",1,0,0,0
"Kevin",1,0,0,0
"lexqt",1,0,0,0
"Forrest",31,0,0,0
"ddama",6,0,0,0
"Paulina BÃ³rquez",1,0,0,0
"Dan",106,0,36,0
"Dario",6,0,0,0
"Robyn Smith",1,0,0,0
"zedwarth",1,0,0,0
"Joshua R. Poulson",41,0,0,0
"Stephen Holiday",101,0,1,0
"Ben",1,0,0,0
"Michael Davie",1,0,0,0
"Tristan Seifert",113,0,1,0
"bmike",101,0,0,0
"Kenneth Fung",1,0,0,0
"Zachary Ronald",1,0,0,0
"Sai Charan",1,0,0,0
"sjn",101,0,0,0
"Vivek",1,0,0,0
"Samir Kumar",1,0,0,0
"brodie",101,0,0,0
"theraven",1,0,0,0
"MÃ­la Kuchta",1,0,0,0
"skidzo",1,0,0,0
"NobbZ",1,0,0,0
"Eren",1,0,0,0
"JESUS GABRIEL",1,0,0,0
"Abhinaya Pandey",1,0,0,0
"Theo Kirstein",31,0,0,0
"GNUdelman",1,0,0,0
"Pavan Penjandra",6,0,0,0
"Ð’ÑÑ‡ÐµÑÐ»Ð°Ð² Ð›Ð¾Ð³Ð¸Ð½Ð¾Ð²",1,0,0,0
"Reality",11,0,0,0
"danuker",1,0,0,0
"junke1990",48,0,5,0
"BennyMcBenBen",101,0,2,0
"SamKrieg",1,0,0,0
"Christoph JÃ¼ngling",1,0,0,0
"Mattias",101,0,0,0
"Explen Moxxido",1,0,0,0
"Besser",1,0,0,0
"whm",1,0,0,0
"Chad",16,0,0,0
"Andreas Wolf",1,0,0,0
"Moune",1,0,0,0
"aliasbody",11,0,0,0
"Magnus S.",6,0,0,0
"Martin Juhl",41,0,0,0
"Dbugger",21,0,0,0
"sunny shirazian",1,0,0,0
"Dan",129,0,1,0
"cwawak",101,0,0,0
"twk3",1,0,0,0
"Doc",1,0,0,0
"John ",1,0,0,0
"Sushibait",1,0,0,0
"user21267",1,0,0,0
"Dennis",1,0,0,0
"Tim",6,0,0,0
"George",1,0,0,0
"David",6,0,0,0
"daGrevis",199,0,13,0
"Koter84",1,0,0,0
"Matias Rossi",1,0,0,0
"Bryan",1,0,0,0
"Bob",6,0,0,0
"rob",6,0,0,0
"Simon B",1,0,0,0
"mitchl",1,0,0,0
"user21281",11,0,0,0
"nikai",103,0,5,0
"tobyS",101,0,2,0
"jasedit",101,0,2,0
"dholbert",88,0,7,0
"user21286",1,0,0,0
"user21287",11,0,0,0
"Yosy",1,0,0,0
"å”è‹±è£",1,0,0,0
"user21290",16,0,0,0
"Celso",28,0,0,0
"helios",101,0,0,0
"buddy",19,0,0,0
"Carlos Zapata",1,0,0,0
"koschei",1,0,0,0
"Nom du Clavier",1,0,0,0
"abidine",1,0,0,0
"Edwin Marzo",1,0,0,0
"user407462",101,0,0,0
"ngc2997",1,0,0,0
"Chuxiao Cao",1,0,0,0
"MattBH",1,0,0,0
"shark.dp",1,0,0,0
"patrizio bruno",1,0,0,0
"gar_onn",1,0,0,0
"DBKLB",1,0,0,0
"PRIOM KHAN",1,0,0,0
"Nurlan",1,0,0,0
"Martin Peters",1,0,0,0
"user21310",1,0,0,0
"Daniel",6,0,0,0
"user21312",1,0,0,0
"Dhawal Agarwal",13,0,0,0
"Rafael Santos",55,0,2,0
"Smile",184,0,16,0
"Dr. Henceforth",1,0,0,0
"Arvie",41,0,0,0
"Suba",1,0,0,0
"user21319",1,0,0,0
"petrakis",18,0,1,0
"LHKWARLORD",1,0,0,0
"OrbWeaver",419,0,12,0
"James P. Wright",113,0,1,0
"Aditya Warnulkar",6,0,0,0
"Ð•Ð³Ð¾Ñ€ Ð—Ð°Ñ…Ð°Ñ€Ð¾Ð²",1,0,0,0
"pRc",1,0,0,0
"Mattan",1,0,0,0
"ALEX",1,0,0,0
"Warren",4,0,0,0
"jamapag",101,0,0,0
"Juan Estuardo Hernandez",1,0,0,0
"WhiteJoker",6,0,0,0
"Emystein",1,0,0,0
"Joakim Rosqvist",21,0,0,0
"munaz",11,0,0,0
"DiamDavid",1,0,0,0
"munaz",13,0,0,0
"mojojojo",44,0,1,0
"Marc Higgins",11,0,0,0
"Rui Carneiro",101,0,9,0
"Nerushan",1,0,0,0
"Kevin Ross",101,0,0,0
"mikhailgarber",1,0,0,0
"user21344",1,0,0,0
"Andres",1,0,0,0
"Brendan Kidwell",101,0,1,0
"Marios Zindilis",81,0,0,0
"SentientAI",1,0,0,0
"wim",201,0,4,1
"pbvie",1,0,0,0
"Greg",35,0,0,0
"Horatio",1,0,0,0
"abra",6,0,0,0
"Albert Iordache",1,0,0,0
"user21356",1,0,0,0
"Serhat",31,0,0,0
"Forrest",1,0,0,0
"Mihir Gokani",101,0,1,0
"user21360",1,0,0,0
"myroslav",111,0,0,0
"pramodc84",101,0,31,0
"val",1,0,0,0
"Tommy Bengtsson",1,0,0,0
"CB1",1,0,0,0
"hasan",1,0,0,0
"leoquant",42,0,2,0
"Phoenamandre",56,0,5,0
"awmckinley",1,0,0,0
"pimeys",1,0,0,0
"Doreen",1,0,0,0
"Chris",11,0,0,0
"user21373",1,0,0,0
"user21374",1,0,0,0
"Muthu Ganapathy Nathan",1,0,0,0
"user21376",1,0,0,0
"Manveru",51,0,0,0
"Tal",1,0,0,0
"hberndt",1,0,0,0
"Jen",1,0,0,0
"Guy D'Amico",1,0,0,0
"Nick D",1,0,0,0
"umassthrower",1,0,0,0
"Dominic Bou-Samra",101,0,0,0
"bob",1,0,0,0
"susanabra",1,0,0,0
"leoquant",1,0,0,0
"iah.vector",1,0,0,0
"KTO",1,0,0,0
"Mikooos",1,0,0,0
"Ricardo Simmus",1,0,0,0
"lampak",21,0,0,0
"radian",18,0,0,0
"oiko",4,0,0,0
"Yatir Halevi",6,0,0,0
"joe",1,0,0,0
"cristaloleg",1,0,0,0
"Nathan G.",106,0,1,0
"Peter09",1,0,0,0
"cshadow",1,0,0,0
"tnorthcutt",64,0,10,0
"grifaton",113,0,2,0
"PiJ",1,0,0,0
"user21404",1,0,0,0
"Onur Murat Bekem",1,0,0,0
"user21406",1,0,0,0
"ACID made me do it",1,0,0,0
"shogy",13,0,0,0
"user21409",1,0,0,0
"Job Jalink",1,0,0,0
"user21411",11,0,0,0
"Rocky Nguyen",16,0,0,0
"Ben McCann",97,0,1,0
"drlemon",101,0,0,0
"user21415",1,0,0,0
"Blue_Raven",1,0,0,0
"user21417",1,0,0,0
"Ben",1,0,0,0
"Lanston",1,0,0,0
"Jacob Seymour",1,0,0,0
"the_zork",6,0,0,0
"Raoul Regnault",1,0,0,0
"Phyxx",101,0,0,0
"Manuel Gonzales",1,0,0,0
"Alan Hunter",1,0,0,0
"rubixibuc",113,0,1,0
"David Parks",113,0,0,0
"Samir",1,0,0,0
"Jen T-ice",1,0,0,0
"user21430",1,0,0,0
"Ben",101,0,0,0
"4levels",3,0,0,0
"Shogun",1,0,0,0
"jens",1,0,0,0
"Andre Holzner",101,0,3,0
"Shutupsquare",101,0,0,0
"bUbUKid",1,0,0,0
"user21438",1,0,0,0
"GandoChokro",1,0,0,0
"Thomas",1,0,0,0
"lengerfulluse",4,0,0,0
"Sam152",101,0,0,0
"Laura Casas",1,0,0,0
"Artem Pelenitsyn",101,0,5,0
"user21446",1,0,0,0
"Magicked",11,0,0,0
"Luigi Capriotti",6,0,0,0
"Jimmerz28",1,0,0,0
"Jorge",133,0,0,0
"Shogun",43,0,1,0
"Max",101,0,9,0
"Atle",9,0,0,0
"Zipskiy",1,0,0,0
"user21455",1,0,0,0
"Rolin",11,0,0,0
"cidious",26,0,0,0
"ssaeidd",1,0,0,0
"Charlie Daly",11,0,0,0
"claasz",1,0,0,0
"joecks",1,0,0,0
"Rafael Colucci",101,0,0,0
"kyleN",97,0,0,0
"Alex",1,0,0,0
"ACz",1,0,0,0
"Koen.",1,0,0,0
"Dan H",101,0,0,0
"codercake",1,0,0,0
"nfrozi",1,0,0,0
"nobody",1,0,0,0
"yuandongchen",1,0,0,0
"Joel",11,0,0,0
"ahmet alp balkan",116,0,2,0
"darbehdar",1,0,0,0
"albert",1,0,0,0
"timfreund",1,0,0,0
"Francis Turner",21,0,0,0
"TroubledTroubleshooter",1,0,0,0
"Steven Pemberton",1,0,0,0
"cheefy",1,0,0,0
"Rolf Kleef",1,0,0,0
"kits",11,0,0,0
"buythiscomputer",1,0,0,0
"JLSJonas",1,0,0,0
"nikita.utiu",13,0,0,0
"osa",1,0,0,0
"Pedro",1,0,0,0
"user21488",6,0,0,0
"matin",1,0,0,0
"Lea Wiemann",13,0,0,0
"Daniel Lee Hawk",1,0,0,0
"brice",101,0,1,0
"user21494",6,0,0,0
"fscosta",1,0,0,0
"Simon Stelling",101,0,1,0
"Paul Sonier",101,0,7,0
"wam",23,0,0,0
"Icarus",101,0,0,0
"user21500",1,0,0,0
"Higgs Bison",8,0,0,0
"Jesse",10,0,0,0
"marinara",1,0,0,0
"TJ_IN_AK",9,0,0,0
"Lin Mu",11,0,0,0
"duma",1,0,0,0
"Sean Gilbertson",1,0,0,0
"Andy",1,0,0,0
"Norman Schmidt",1,0,0,0
"user21510",11,0,0,0
"user21511",1,0,0,0
"user21512",1,0,0,0
"snze",11,0,0,0
"BonoVox1976",1,0,0,0
"mark",16,0,0,0
"heytimc",1,0,0,0
"nicudotro",111,0,0,0
"Wayne",1,0,0,0
"Graham",1,0,0,0
"ejosvp",1,0,0,0
"Ivan",1,0,0,0
"Nick",21,0,0,0
"Ben Lacy",11,0,0,0
"user21524",1,0,0,0
"user21525",1,0,0,0
"Geoff",11,0,0,0
"Aliton",1,0,0,0
"sxzzsf",11,0,0,0
"LinuxFloat",1,0,0,0
"user21530",1,0,0,0
"Peter",101,0,0,0
"carles oriol",1,0,0,0
"Miah",1,0,0,0
"Xenofon Bokos",1,0,0,0
"ddexter",1,0,0,0
"Jesse",1,0,0,0
"Abdulelah Al-Jeffery",1,0,0,0
"C Genius Go",1,0,0,0
"user7196",1,0,0,0
"Mihai",1,0,0,0
"iflaire",1,0,0,0
"Banich",1,0,0,0
"edance4",3,0,0,0
"rachel",1,0,0,0
"InvertedAcceleration",101,0,2,0
"Venkat Mandela",1,0,0,0
"Prathapsingh",1,0,0,0
"Adam Lindberg",101,0,0,0
"p00c",1,0,0,0
"Kevin",1,0,0,0
"user21551",1,0,0,0
"Randi Poling",1,0,0,0
"Elwin Verveer",1,0,0,0
"Jon7",101,0,1,0
"user21555",1,0,0,0
"Rasmus Peter Mathiesen",16,0,0,0
"Horacio Belfort",1,0,0,0
"Dimitroff",8,0,0,0
"deja",23,0,0,0
"kirancshet",103,0,0,0
"Sparky",101,0,0,0
"David George",1,0,0,0
"Andrew",6,0,0,0
"GreenOrange",1,0,0,0
"Charlene",1,0,0,0
"Geoff Sloss",1,0,0,0
"theonlylos",108,0,5,0
"jane d",4,0,0,0
"Rocky Nguyen",1,0,0,0
"jason bourne",101,0,2,0
"user21572",66,0,0,0
"Pranav Bhatt",1,0,0,0
"karakuroraka3",1,0,0,0
"Keny",1,0,0,0
"wonnage",1,0,0,0
"Tom",1,0,0,0
"kingometal",11,0,0,0
"Max",106,0,0,0
"user21580",1,0,0,0
"Art Shayderov",101,0,0,0
"toka",1,0,0,0
"user21583",1,0,0,0
"basti",1,0,0,0
"Laurent Pireyn",101,0,1,0
"hyper_sonic",1,0,0,0
"Nabil",1,0,0,0
"ssc",101,0,0,0
"user21589",1,0,0,0
"Niklas R",113,0,13,0
"Goez",111,0,0,0
"Daniel Gibbs",1,0,0,0
"kostas",1,0,0,0
"knut",1,0,0,0
"baka",101,0,0,0
"89899.3K",1,0,0,0
"elite84",1,0,0,0
"Jonas",1,0,0,0
"Kapishin",1,0,0,0
"user21600",1,0,0,0
"Mike L",51,0,0,0
"Carmen Strill",1,0,0,0
"Alexey Mykhailov",1,0,0,0
"ISeeYou",1,0,0,0
"Zayne S Halsall",101,0,0,0
"Ricardo",1,0,0,0
"Simon Dyson",1,0,0,0
"user21608",1,0,0,0
"Nick",16,0,0,0
"Damon Beaty",6,0,0,0
"RCramiro",1,0,0,0
"nexventures",16,0,0,0
"Somebody still uses you MS-DOS",123,0,10,0
"dirk",46,0,0,0
"sudhi",1,0,0,0
"vzjrz",1,0,0,0
"Weston Lynch",11,0,0,0
"shimmy",1,0,0,0
"matiu",1,0,0,0
"will",26,0,0,0
"mr x",1,0,0,0
"Sander",11,0,0,0
"sistematico",1,0,0,0
"Nicholas",1,0,0,0
"user21625",1,0,0,0
"user21626",1,0,0,0
"user21627",1,0,0,0
"Anshikha Singh",101,0,0,0
"Kevin",8,0,0,0
"MirkoZa",11,0,0,0
"JoeSlav",101,0,2,0
"user21632",1,0,0,0
"Rudi RÃ¼ssel",1,0,0,0
"Roun",116,0,1,0
"Centurion",108,0,1,0
"amarnath",1,0,0,0
"user21637",1,0,0,0
"Yunga Palatino",1,0,0,0
"Moose",11,0,0,0
"A3lyphe.Boss",11,0,0,0
"Miguel",1,0,0,0
"pauldominic",1,0,0,0
"romancev",206,0,2,0
"Markus Lanthaler",1,0,0,0
"Felipe Almeida",120,0,3,0
"subhendu",13,0,0,0
"Sam",16,0,0,0
"user21648",1,0,0,0
"Rob",1,0,0,0
"andersand",36,0,0,0
"Daniel",1,0,0,0
"fevpk",1,0,0,0
"Chris",1,0,0,0
"mimimimimimi",26,0,0,0
"howardh",1,0,0,0
"dc_",1,0,0,0
"Chris Wayne",1,0,0,0
"ClarkNerd",13,0,0,0
"Kyle Hudson",1,0,0,0
"Jens Nitschke",1,0,0,0
"hexcoder",101,0,0,0
"Jeremy Heiler",101,0,0,0
"Adrian K.",27,0,2,0
"alec",11,0,0,0
"Daniel Dinnyes",1,0,0,0
"widoworx",1,0,0,0
"user21667",1,0,0,0
"pLiKT",11,0,0,0
"Darth Android",101,0,0,0
"kevyin",1,0,0,0
"SanzaBlancoAkA2C",6,0,0,0
"JÃºlio",3,0,0,0
"senderle",108,0,2,0
"Addie",13,0,0,0
"Jackson Walters",21,0,0,0
"shawn badsar",1,0,0,0
"ABHILASH",1,0,0,0
"user21678",1,0,0,0
"Adobe",121,0,5,0
"joelpet",1,0,0,0
"reboot",1,0,0,0
"Simon",101,0,1,0
"tax advice",1,0,0,0
"user21684",21,0,0,0
"6205",1,0,0,0
"drÉ±65 Î´",101,0,0,0
"echza",1,0,0,0
"SimonY",1,0,0,0
"tmilam",6,0,0,0
"digitalcrow",31,0,0,0
"Peter",1,0,0,0
"Star 5",1,0,0,0
"martinl",101,0,0,0
"Ben Davis",11,0,0,0
"Tomas",6,0,0,0
"c7p",1,0,0,0
"programAngel",23,0,0,0
"aureianimus",101,0,10,0
"Tobias",1,0,0,0
"joshtronic",101,0,4,0
"jalal",1,0,0,0
"b1ackjosh",28,0,0,0
"toub",1,0,0,0
"Stuart",11,0,0,0
"dirkjot",1,0,0,0
"Eugene Manuilov",101,0,0,0
"programAngel",1,0,0,0
"Geoff Smith",6,0,0,0
"erkmagoosh",11,0,0,0
"Jack",6,0,0,0
"Alonso",3,0,0,0
"Robin",1,0,0,0
"Ayush",1,0,0,0
"Aaron",1,0,0,0
"xaurion",1,0,0,0
"TheNetWeb",1,0,0,0
"user21717",1,0,0,0
"Welshboy",1,0,0,0
"Blzut3",11,0,0,0
"Smithamax",118,0,13,0
"awilson53",1,0,0,0
"Oz01",101,0,0,0
"user21723",1,0,0,0
"Phoenix3D",18,0,14,0
"Andrew Medico",101,0,0,0
"Lakshmipathi",1,0,0,0
"Berto",1,0,0,0
"bphan6",1,0,0,0
"Alan Hunter",16,0,0,0
"Kshitij Grover",1,0,0,0
"user21731",101,0,0,0
"user21732",1,0,0,0
"G-71",106,0,3,0
"Alex",11,0,0,0
"tddsf",1,0,0,0
"user21736",101,0,0,0
"sep",1,0,0,0
"mohammad Abdellatif",1,0,0,0
"Maurice",11,0,0,0
"user21740",1,0,0,0
"mfitzp",1,0,0,0
"Igor",1,0,0,0
"xemino",1,0,0,0
"user21744",1,0,0,0
"alex_o",1,0,0,0
"William",1,0,0,0
"user21747",1,0,0,0
"vmetc",1,0,0,0
"Kibi",1,0,0,0
"Zach Dwiel",1,0,0,0
"igor",1,0,0,0
"arrowrand",1,0,0,0
"Frielspak",11,0,0,0
"Max Lapshin",1,0,0,0
"user21755",1,0,0,0
"Thijs de Vries",11,0,0,0
"Zac Chacon",6,0,0,0
"JasonS",106,0,0,0
"gekco",1,0,0,0
"Sweny",1,0,0,0
"user21761",1,0,0,0
"Tchock",26,0,0,0
"Tchock",1,0,0,0
"akels",1,0,0,0
"Mustafa Zengin",101,0,0,0
"Ayush",6,0,0,0
"PitaJ",21,0,0,0
"harke kaila",1,0,0,0
"Mike Waller",1,0,0,0
"CodeProject",1,0,0,0
"Sam",21,0,0,0
"William Niu",121,0,0,0
"ricky",1,0,0,0
"user21774",1,0,0,0
"Aditya Kumar",101,0,0,0
"user21776",1,0,0,0
"Eduardo Sobral",1,0,0,0
"greg",6,0,0,0
"Steven",1,0,0,0
"sam",1,0,0,0
"antonioams",1,0,0,0
"Tim",101,0,0,0
"Davana",1,0,0,0
"user21784",6,0,0,0
"razor",11,0,0,0
"meunierd",1,0,0,0
"Martian",1,0,0,0
"Miso",1,0,0,0
"comperocean",1,0,0,0
"DoryuX",1,0,0,0
"cedric",1,0,0,0
"tinaf",1,0,0,0
"ECPCLINUX",1,0,0,0
"Menachem",128,0,3,0
"mamco",1,0,0,0
"Qedusizi Southern africa",1,0,0,0
"RenÄrs GrebeÅ¾s",1,0,0,0
"Hailee2610",11,0,0,0
"Nikhil",1,0,0,0
"Kshitij",1,0,0,0
"dawpa2000",1,0,0,0
"ÃšjszÃ¡szy BalÃ¡zs",11,0,0,0
"grahammechanical",241,0,1,0
"Sam",11,0,0,0
"XP1",1,0,0,0
"user21806",1,0,0,0
"Rasta",1,0,0,0
"Gregor",1,0,0,0
"Kim",16,0,2,0
"user21811",1,0,0,0
"WAF",101,0,2,0
"Brenton",1,0,0,0
"Christopher",1,0,0,0
"Karol",1,0,0,0
"Tom Sullivan",1,0,0,0
"t-flo",1,0,0,0
"Saturn6962",6,0,0,0
"metric",8,0,0,0
"user21820",6,0,0,0
"tanner",28,0,0,0
"janmejay",16,0,0,0
"Sam",21,0,0,0
"dhez",6,0,0,0
"Haxelgem",1,0,0,0
"exa",16,0,1,0
"Xruptor",1,0,0,0
"santiagobasulto",18,0,0,0
"Jussi joki",8,0,0,0
"ruena",31,0,0,0
"user718098",1,0,0,0
"earcam",101,0,0,0
"CaptainMark",4,0,0,0
"user21834",1,0,0,0
"user21835",1,0,0,0
"user21836",1,0,0,0
"James Genus",11,0,0,0
"CIRK",106,0,0,0
"Scott Bennett-McLeish",101,0,2,0
"aateeque",18,0,2,0
"Christopher Ludwig",11,0,0,0
"Allen",1,0,0,0
"pwds",1,0,0,0
"klepto",1,0,0,0
"user606723",777,0,27,15
"JohanSJA",432,0,83,1
"TrojanCentaur",8,0,0,0
"PaulF",1,0,0,0
"MisterLizard",1,0,0,0
"Anthony",1,0,0,0
"Asiri",1,0,0,0
"Handyman5",101,0,0,0
"Shrinath",101,0,0,0
"user21854",1,0,0,0
"Andrius",11,0,0,0
"rmn190",1,0,0,0
"user21857",11,0,0,0
"Vivek Kapoor",1,0,0,0
"lakshmipathi",113,0,1,0
"Augustin",1,0,0,0
"Spredzy",116,0,0,0
"Jarlath",11,0,0,0
"ruNovel",4,0,0,0
"user84531",1,0,0,0
"Morten",3,0,0,0
"m4l33n",1,0,0,0
"user21867",1,0,0,0
"karni",31,0,0,0
"Thomson",21,0,0,0
"Dave Williams",1,0,0,0
"nabulke",106,0,2,0
"pasta",1,0,0,0
"EugÃ©ne",11,0,0,0
"user21874",1,0,0,0
"Jay",1,0,0,0
"camrn86",1,0,0,0
"Sebastian",1,0,0,0
"AMY",1,0,0,0
"Robin",1,0,0,0
"Indika",1,0,0,0
"Miles Stevenson",11,0,0,0
"Vipin",6,0,0,0
"nodokodo",1,0,0,0
"Conrad",6,0,0,0
"bookface",1,0,0,0
"tattanke",1,0,0,0
"sq1020",143,0,0,0
"vaab",101,0,4,0
"Umren",1,0,0,0
"alfian",1,0,0,0
"ISIIS",1,0,0,0
"sharno",1,0,0,0
"Perplexed",1,0,0,0
"Dan",1,0,0,0
"kitecraft",8,0,0,0
"abewisnu",1,0,0,0
"anthonya7",1,0,0,0
"ricochet",35,0,3,0
"Wonil",101,0,0,0
"Senoculus",1,0,0,0
"user21901",1,0,0,0
"Eyal",11,0,0,0
"dev",1,0,0,0
"user21904",1,0,0,0
"user21905",1,0,0,0
"Marduk",111,0,0,0
"user21907",1,0,0,0
"Vishnu Kumar",1,0,0,0
"Rob",6,0,0,0
"AndyNZ",1,0,0,0
"per.10823",1,0,0,0
"Namrata",1,0,0,0
"skrat",101,0,0,0
"tomyl",11,0,0,0
"toni",11,0,0,0
"Alexei Averchenko",101,0,0,0
"Decebal Deco",1,0,0,0
"Rigel Glen",50,0,2,0
"KIRAN K J",101,0,0,0
"pyasi",1,0,0,0
"Mike",1,0,0,0
"Anakunda",1,0,0,0
"Sumesh",11,0,0,0
"zawi",1,0,0,0
"kevin crago",1,0,0,0
"Anton",6,0,0,0
"Hendrik",33,0,0,0
"Chad",6,0,0,0
"thiesdiggity",33,0,0,0
"Vivek kumar.M",1,0,0,0
"Trass3r",101,0,0,0
"netcrash",1,0,0,0
"climbe2",1,0,0,0
"Chris",116,0,1,0
"MichaÃ«l Witrant",101,0,2,0
"Karthikeyan",1,0,0,0
"Nishant",101,0,0,0
"Eslam Hamouda",1,0,0,0
"troy",6,0,0,0
"Joe Steiger",21,0,0,0
"user21942",1,0,0,0
"markfknight",101,0,2,0
"lesterdlb",8,0,0,0
"mbue",1,0,0,0
"Jeff Sebring",1,0,0,0
"EtienneG",1,0,0,0
"Joe Buck",1,0,0,0
"Patrick Salami",1,0,0,0
"fredohouse",1,0,0,0
"user21951",1,0,0,0
"Kate Stewart",96,0,0,0
"Paka",1,0,0,0
"JaHo",11,0,0,0
"j0nr",1,0,0,0
"I'm a PC",1,0,0,0
"steve",6,0,0,0
"aReefer",1,0,0,0
"JohnBUK",1,0,0,0
"user21960",1,0,0,0
"Dan",1,0,0,0
"Ubuntu lover",1,0,0,0
"user21963",1,0,0,0
"user21964",1,0,0,0
"brunoaco",1,0,0,0
"kwbaker",101,0,0,0
"user21967",1,0,0,0
"user853552",1,0,0,0
"mattandrews",101,0,0,0
"TsarProdigy",1,0,0,0
"Rod Broadby",1,0,0,0
"user21972",1,0,0,0
"Nigel Thorne",101,0,1,0
"user21974",1,0,0,0
"Joe Nazz",1,0,0,0
"reve_etrange",101,0,2,0
"Heet Kansagra",1,0,0,0
"Markx",1,0,0,0
"Ratzes",101,0,0,0
"Clemens",1,0,0,0
"Slayerman",1,0,0,0
"mydoghasworms",153,0,4,0
"Abiharry",11,0,0,0
"Dedsy",21,0,0,0
"phil howarth",11,0,0,0
"user21986",1,0,0,0
"Michael Wild",21,0,0,0
"TeknoSeyfo",1,0,0,0
"user21989",1,0,0,0
"Geert",6,0,0,0
"Ahsan Mumtaz",1,0,0,0
"Alex Moldovan",1,0,0,0
"helter",11,0,0,0
"porgarmingduod",101,0,0,0
"user444214",1,0,0,0
"Odin_sv",1,0,0,0
"user21997",1,0,0,0
"Sydney",106,0,0,0
"jplindstrom",101,0,1,0
"cpb",1,0,0,0
"Dustin",6,0,0,0
"Christopher",1,0,0,0
"mhrz",1,0,0,0
" B Seven",101,0,0,0
"Carl A. Myrland",1,0,0,0
"prokoudine",19,0,0,0
"Sam Youtsey",1,0,0,0
"bileckme",1,0,0,0
"Timothy Baldridge",101,0,0,0
"Acknud",1,0,0,0
"Dustin",1,0,0,0
"AsianXL",26,0,0,0
"David B",1,0,0,0
"legoscia",101,0,0,0
"Johny",1,0,0,0
"Francesco",1,0,0,0
"kyoung",1,0,0,0
"Maxi",11,0,0,0
"shm3211",101,0,0,0
"user22021",1,0,0,0
"guido",1,0,0,0
"alex",46,0,3,0
"Ronnie76er",1,0,0,0
"Simon",11,0,0,0
"FunnyLookinHat",1,0,0,0
"user22027",1,0,0,0
"GonÃ§alo Pinto Ferreira",1,0,0,0
"Alex",1,0,0,0
"kernel_panic",1,0,0,0
"stlsaint",1,0,0,0
"pattern86",101,0,0,0
"Warpspace",1,0,0,0
"omundu",26,0,0,0
"Dustin",31,0,0,0
"Nel",1,0,0,0
"Chris Ostler",101,0,0,0
"imhotep",1,0,0,0
"npg",1,0,0,0
"Aitor Pazos",1,0,0,0
"Deli168",1,0,0,0
"kalan",11,0,0,0
"Sog",11,0,0,0
"dhaval",101,0,0,0
"Toader",1,0,0,0
"Vilius Normantas",111,0,1,0
"gman",111,0,0,0
"MadZnk",11,0,0,0
"Ben",1,0,0,0
"Videl",1,0,0,0
"Ed Varona",6,0,0,0
"GaryDevenay",101,0,0,0
"Philluminati",101,0,0,0
"Sheldon",106,0,0,0
"maetthew",1,0,0,0
"mcchots",1,0,0,0
"Thaweesak Suksuwan",1,0,0,0
"user22059",1,0,0,0
"Hai Vu",101,0,0,0
"dajomu",7,0,0,0
"user658209",1,0,0,0
"MirroredFate",101,0,0,0
"guio",1,0,0,0
"Lev",1,0,0,0
"Thiago Moraes",6,0,0,0
"Oortjies",1,0,0,0
"Matthew Marcus",6,0,0,0
"user22069",1,0,0,0
"Dave Falkner",1,0,0,0
"user22071",1,0,0,0
"user22072",1,0,0,0
"Shurane",1,0,0,0
"afrosteve",1,0,0,0
"Edge",1,0,0,0
"slashfoo",1,0,0,0
"para",1,0,0,0
"user22078",1,0,0,0
"Marcos Fernandez Ramos",28,0,3,0
"user22080",1,0,0,0
"Mark",1,0,0,0
"Pougnet",11,0,0,0
"jayfro",11,0,0,0
"mdl4",11,0,0,0
"Dan Grossman",116,0,0,0
"Ben Lee",103,0,1,0
"Mekik",1,0,0,0
"bleakcabal",101,0,0,0
"SystemFailure",26,0,0,0
"Lester Peabody",1,0,0,0
"puttaraju",1,0,0,0
"David5",6,0,0,0
"Finn",1,0,0,0
"user22094",1,0,0,0
"Mike Shulman",1,0,0,0
"Ido Hadanny",1,0,0,0
"TenPlus1",11,0,0,0
"blue bottle",1,0,0,0
"Anton Moiseev",101,0,0,0
"Bart van Knijff",11,0,0,0
"hamen",1,0,0,0
"Dave",101,0,2,0
"Talespin_Kit",101,0,0,0
"Dino",1,0,0,0
"Manjuntha C Achar",1,0,0,0
"NeilDurant",101,0,0,0
"chotchki",101,0,2,0
"JWman",13,0,0,0
"andyt",1,0,0,0
"osdaxxx",1,0,0,0
"Darron Smith",1,0,0,0
"eliocs",101,0,0,0
"user22113",1,0,0,0
"Jca",13,0,0,0
